State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-004,NGWA CULTURAL HALL- NGWA CULTURAL HALL IV,63,443,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,1171,26,6,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/33/33-1677677549.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-005,BATA PREMISES - BATA PREMISES I,69,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,111,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/005/005-1677392864.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-006,BATA PREMISES - BATA PREMISES II,89,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,933,7,17,407,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/006/006-1677427184.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-007,BATA PREMISES - BATA PREMISES III,61,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,59,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/007/007-1677416224.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-008,BATA PREMISES - BATA PREMISES IV,0,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,828,8,6,1093,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/37/37-1677619532.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-009,LEVER BROTHERS GATE - LEVER BROTHERS GATE I,70,655,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,65,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/009/009-1677425495.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-010,LEVER BROTHERS GATE- LEVER BROTHERS GATE II,88,668,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,111,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/010/010-1677407861.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-011,LEVER BROTHERS GATE- LEVER BROTHERS GATE III,68,751,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,65,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/011/011-1677418264.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-013,INDPENDENCE ROAD-I.D.H I,135,726,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,133,6,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/42/42-1677607541.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-014,INDPENDENCE ROAD-I.D.H II,116,669,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,234,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/014/014-1677418464.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-015,INDPENDENCE ROAD-I.D.H III,117,736,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,128,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/015/015-1677410893.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-016,INDPENDENCE ROAD-I.D.H IV,84,426,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,703,9,5,839,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/45/45-1677610314.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-017,G.B.O. CAR PARK - CAR PARK I,61,698,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,1171,20,6,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/46/46-1677603911.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-018,G.B.O. CAR PARK - CAR PARK II,0,776,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1272,12,15,406,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/47/47-1677619827.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-019,G.B.O. CAR PARK - CAR PARK III,87,840,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,1171,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/48/48-1677602850.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-020,G.B.O. CAR PARK - CAR PARK IV,49,675,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,1171,22,6,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/49/49-1677678087.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-021,G.B.O. CAR PARK - CAR PARK V,66,891,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,88,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/50/50-1677613083.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-022,OLD POST OFFICE -  OLD POST OFFICE PREMISES I,98,812,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,93,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/022/022-1677414829.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-023,OLD POST OFFICE -  OLD POST OFFICE PREMISES II,37,514,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,103,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/52/52-1677609860.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-024,OLD POST OFFICE -  OLD POST OFFICE PREMISES III,69,555,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/53/53-1677603554.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-025,OLD POST OFFICE  -  OLD POST OFFICE PREMISES IV,76,829,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/54/54-1677618888.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-026,OLD POST OFFICE -  OLD POST OFFICE PREMISES V,63,601,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,63,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/026/026-1677419494.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-027,OLD POST OFFICE -  OLD POST OFFICE PREMISES VI,70,825,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/56/56-1677620068.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-028,OLD POST OFFICE -  OLD POST OFFICE PREMISES VII,67,553,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,1171,26,6,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/57/57-1677678415.pdf
ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-029,IMMACULATE CONCEPTION PRIMARY SCHOOL PREMISES - SCHOOL PREMISES,43,515,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,10,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/029/029-1677375769.pdf
ABIA,ABA NORTH,OSUSU I,01-01-03-001,OSUSU RD.PRI.SCHOOL-SCHOOL PREMISES I,252,1047,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/53/result_160776_1677684975_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-003,OSUSU RD.PRI.SCHOOL-SCHOOL PREMISES III,182,1262,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/55/result_160778_1677693308_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-004,OSUSU RD.PRI.SCHOOL-SCHOOL PREMISES IV,162,904,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,142,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/56/result_160779_1677687765_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-005,OSUSU RD.PRI.SCHL-SCHOOL PREMISES V,146,947,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/005/005-1677398842.pdf
ABIA,ABA NORTH,OSUSU I,01-01-03-006,OSUSU RD.PRI.SCHL-SCHOOL PREMISES VI,161,1096,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/58/result_160781_1677708197_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-007,B.T.C. SCHOOL PREMISES I,321,1768,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/59/result_160782_1677687023_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-008,B.T.C. SCHOOL PREMISES II,195,1171,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/60/result_160783_1677686184_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-009,B.T.C. SCHOOL PREMISES III,171,1098,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/61/result_160784_1677690360_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-010,B.T.C. SCHOOL PREMISES IV,229,1247,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,217,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/62/result_160785_1677507740_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-011,B.T.C. SCHOOL PREMISES V,236,1202,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,232,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/63/result_160786_1677585284_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-012,B.T.C. SCHOOL PREMISES VI,304,1446,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,9,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/64/result_160787_1677693590_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-013,B.T.C. SCHOOL PREMISES VII,186,1137,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/65/result_160788_1677689496_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-014,OKIGWE ROAD.PRIMARY SCHOOL- SCHOOL PREMISES I,136,867,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,153,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/66/result_160789_1677708294_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-015,OKIGWE ROAD.PRIMARY SCHOOL PREMISES - SCHOOL PREMISES II,153,933,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1445,6,43,1322,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/67/result_160790_1677694042_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-016,OKIGWE ROAD.PRIMARY SCHOOL  - SCHOOL PREMISES III,154,994,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/68/result_160791_1677708442_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-017,OKIGWE ROAD.PRIMARY SCHOOL  - SCHOOL PREMISES IV,110,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,101,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/69/result_160792_1677586372_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-018,OKIGWE ROAD.PRIMARY SCHOOL - SCHOOL PREMISES V,164,1271,TRUE,0,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/018/018-1677393238.pdf
ABIA,ABA NORTH,OSUSU I,01-01-03-019,OKIGWE ROAD.PRIMARY SCHOOL - SCHOOL PREMISES VI,85,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,913,8,6,611,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/71/result_160794_1677692505_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-020,OKIGWE ROAD.PRIMARY SCHOOL - SCHOOL PREMISES VII,114,761,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/72/result_160795_1677708552_thumb.jpg
ABIA,ABA NORTH,OSUSU I,01-01-03-021,OKIGWE ROAD.PRIMARY SCHOOL - SCHOOL PREMISES VIII,107,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,1000,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/73/result_160796_1677694881_thumb.jpg
ABIA,ABA NORTH,OSUSU II,01-01-04-001,OSUSU SECONDARY SCHOOL  - SCHOOL PREMISES I,170,821,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,163,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/001/001-1677417454.pdf
ABIA,ABA NORTH,OSUSU II,01-01-04-002,OSUSU SECONDARY SCHOOL - SCHOOL PREMISES II,158,1001,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,141,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/002/002-1677414872.pdf
ABIA,ABA NORTH,OSUSU II,01-01-04-003,OSUSU SECONDARY SCHOOL  - SCHOOL PREMISES III,184,1069,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,178,1,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/003/003-1677414550.pdf
ABIA,ABA NORTH,OSUSU II,01-01-04-005,OSUSU SECONDARY SCHOOL  - SCHOOL PREMISES V,220,1205,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,2,214,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/78/result_160825_1677495212_thumb.jpg
ABIA,ABA NORTH,OSUSU II,01-01-04-006,OSUSU SECONDARY SCHOOL  - SCHOOL PREMISES VI,188,1044,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,178,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/006/006-1677416762.pdf
ABIA,ABA NORTH,OSUSU II,01-01-04-007,OSUSU SECONDARY SCHOOL - SCHOOL PREMISES VII,207,1091,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,197,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/80/result_160827_1677493276_thumb.jpg
ABIA,ABA NORTH,OSUSU II,01-01-04-009,BRIGHT WAY NURS. SCHOOL  - SCHOOL PREMISES II,136,763,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,118,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/82/result_160829_1677495535_thumb.jpg
ABIA,ABA NORTH,OSUSU II,01-01-04-010,BRIGHT WAY NURS. SCHOOL  - SCHOOL PREMISES III,109,617,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,103,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/83/result_160830_1677485812_thumb.jpg
ABIA,ABA NORTH,OSUSU II,01-01-04-011,BRIGHT WAY NURS. SCHOOL - SCHOOL PREMISES IV,159,981,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,157,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/84/result_160831_1677490042_thumb.jpg
ABIA,ABA NORTH,OSUSU II,01-01-04-012,BRIGHT WAY NURS. SCHOOL - SCHOOL PREMISES V,112,679,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,111,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/85/result_160832_1677492781_thumb.jpg
ABIA,ABA NORTH,OSUSU II,01-01-04-013,BRIGHT WAY NURS. SCHOOL - SCHOOL PREMISES VI,144,873,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,140,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/013/013-1677415581.pdf
ABIA,ABA NORTH,OSUSU II,01-01-04-015, BRIGHT WAY NURS. SCHOOL- SCHOOL PREMISES VIII,46,197,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,45,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/015/015-1677414007.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-001,HOLY GHOST COMM. SCHOOL  - SCHOOL PREMISES I,84,491,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,72,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/001/001-1677406861.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-002,HOLY GHOST COMM. SCHOOL - SCHOOL PREMISES II,41,274,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,0,40,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/002/002-1677408179.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-004,HOLY GHOST COMM. SCHOOL  - SCHOOL PREMISES IV,45,235,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,40,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/004/004-1677408600.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-005,HOLY GHOST COMM. SCHOOL   - SCHOOL PREMISES V,63,355,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,56,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/005/005-1677409261.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-006,HOLY GHOST COMM. SCHOOL   - SCHOOL PREMISES VI,39,272,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,38,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/006/006-1677409437.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-007,SACRED HEART COLLEGE-SCHOOL PREMISES I,122,804,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,108,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/007/007-1677410754.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-008,SACRED HEART COLLEGE-SCHOOL PREMISES II,80,621,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,74,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/008/008-1677411645.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-009,SACRED HEART COLLEGE-SCHOOL PREMISES III,127,917,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,125,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/009/009-1677411410.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-010,SACRED HEART COLLEGE-SCHOOL PREMISES IV,58,276,TRUE,0,TRUE,FALSE,FALSE,FALSE,TRUE,0,50,1,3,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/010/010-1677412496.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-011,SACRED HEART COLLEGE-SCHOOL PREMISES V,126,857,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,126,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/011/011-1677412998.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-012,ASA OKPUAJA PRIM. SCHOOL PREMISES,123,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,113,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/012/012-1677413714.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-013,ST. EUGENE'S PRIM. SCH.  - SCHOOL PREMISES I,127,750,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,118,2,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/013/013-1677414006.pdf
ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-014,ST. EUGENE'S PRIM. SCH.  - SCHOOL PREMISES II,125,750,TRUE,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,119,3,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/014/014-1677414581.pdf
